lat,long,type
42.32143135,-71.07804955,VANDALISM
42.34512135,-71.13840954,RESIDENTIAL BURGLARY
42.34553135,-71.08777955,VAL
42.35266635,-71.16315453,VAL
42.35351135,-71.13116954,RESIDENTIAL BURGLARY
42.30664135,-71.06254956,VANDALISM
42.32486135,-71.09800455,ROBBERY
42.33149135,-71.02985958,VANDALISM
42.30901619,-71.05810831,VAL
42.31176135,-71.05401956,AUTO THEFT
42.31176135,-71.05401956,COMMERCIAL BURGLARY
42.36047134,-71.06690956,VAL
42.32723569,-71.08059616,AUTO THEFT
42.29703636,-71.06381957,AUTO THEFT
42.30277184,-71.07675978,COMMERCIAL BURGLARY
42.34885635,-71.08964455,LARCENY FROM MOTOR VEHICLE
42.33325635,-71.07289955,STOLEN PROPERTY CHARGES
42.27545636,-71.14034954,VAL
42.37767134,-71.03152958,VAL
42.37988134,-71.03172957,VAL
42.29655136,-71.07950956,VAL
42.33919135,-71.03654957,LARCENY FROM MOTOR VEHICLE
42.33010135,-71.09707955,AUTO THEFT
42.36121135,-71.05329957,VAL
42.25972163,-71.12310371,VAL
42.29336636,-71.11920455,VAL
42.30397135,-71.08486956,LARCENY FROM MOTOR VEHICLE
42.28618636,-71.09340455,VANDALISM
42.35589829,-71.13850805,VAL
42.34138135,-71.05322456,VAL
42.26601137,-71.11628955,VAL
42.34923635,-71.08036955,ROBBERY
42.3474283,-71.03584134,VAL
42.37625134,-71.03443958,AUTO THEFT
42.31040136,-71.05198957,LARCENY FROM MOTOR VEHICLE
42.32092135,-71.06132456,VAL
42.31100607,-71.08462456,VANDALISM
42.36471634,-71.05329956,VAL
42.36493691,-71.06055366,VAL
42.33688135,-71.07874956,ROBBERY
42.35011135,-71.13364954,VAL
42.34118725,-71.08264852,LARCENY FROM MOTOR VEHICLE
42.35324634,-71.06101456,ROBBERY
42.30926958,-71.0787186,RESIDENTIAL BURGLARY
42.31382135,-71.09571455,VAL
42.35237134,-71.06490456,ROBBERY
42.32289635,-71.10209955,LARCENY FROM MOTOR VEHICLE
42.27356636,-71.11895455,VAL
42.37619134,-71.03980956,VAL
42.31638136,-71.09769955,VAL
42.27795136,-71.09246955,RESIDENTIAL BURGLARY
42.32577015,-71.07461497,VANDALISM
42.33566135,-71.03335958,VANDALISM
42.34498964,-71.14505151,VAL
42.35193135,-71.12169454,VAL
42.30052136,-71.06494457,RESIDENTIAL BURGLARY
42.27353589,-71.07003285,COMMERCIAL BURGLARY
42.33538635,-71.05080456,LARCENY FROM MOTOR VEHICLE
42.31415136,-71.05848956,VANDALISM
42.35261135,-71.07617956,VAL
42.30754136,-71.07608956,ROBBERY
42.34338696,-71.06640317,VAL
42.32663135,-71.08748955,VANDALISM
42.38261134,-71.03476457,VAL
42.33564135,-71.03541958,VAL
42.36409135,-71.06335957,ROBBERY
42.33418635,-71.10621954,AUTO THEFT
42.34521135,-71.09532955,LARCENY FROM MOTOR VEHICLE
42.34521135,-71.09532955,VANDALISM
42.30107342,-71.06310743,LARCENY FROM MOTOR VEHICLE
42.30107342,-71.06310743,LARCENY FROM MOTOR VEHICLE
42.28158136,-71.08217456,STOLEN PROPERTY CHARGES
42.30860636,-71.10536956,COMMERCIAL BURGLARY
42.34805135,-71.08813956,LARCENY FROM MOTOR VEHICLE
42.35965634,-71.05396456,VAL
42.34324373,-71.10423235,RESIDENTIAL BURGLARY
42.35299135,-71.13208954,VAL
42.2698546,-71.08260708,VANDALISM
42.30571635,-71.06763456,VAL
42.32204135,-71.08376956,ROBBERY
42.27776636,-71.08012956,VANDALISM
42.33194923,-71.05599596,RESIDENTIAL BURGLARY
42.32725635,-71.09272455,VANDALISM
42.34949135,-71.07219956,VAL
42.32501543,-71.05924631,ROBBERY
42.26916347,-71.10153123,LARCENY FROM MOTOR VEHICLE
42.37834634,-71.05394956,VAL
42.28583636,-71.06933956,CRIMES AGAINST CHILDREN
42.27862136,-71.15957453,VAL
42.34254135,-71.09808455,VANDALISM
42.35542134,-71.07240456,VANDALISM
42.34879135,-71.13802954,ROBBERY
42.33151135,-71.07083456,VAL
42.30336136,-71.07139956,ROBBERY
42.35200536,-71.05937665,LARCENY FROM MOTOR VEHICLE
42.37712134,-71.03917957,ROBBERY
42.37901634,-71.03921957,VANDALISM
42.27218137,-71.06802957,VAL
42.37841134,-71.03471957,ROBBERY
42.32723569,-71.08059616,LARCENY FROM MOTOR VEHICLE
42.35738574,-71.15083854,LARCENY FROM MOTOR VEHICLE
42.28986314,-71.08538741,RESIDENTIAL BURGLARY
42.3058436,-71.10681087,LARCENY FROM MOTOR VEHICLE
42.33167135,-71.06798957,VAL
42.28418838,-71.12478779,VAL
42.36702134,-71.05424456,VAL
42.27684157,-71.09523462,RESIDENTIAL BURGLARY
42.31947158,-71.097081,LARCENY FROM MOTOR VEHICLE
42.35034135,-71.14780954,VAL
42.33639135,-71.04159957,VAL
42.32192837,-71.09771804,AUTO THEFT
42.28165136,-71.13729954,VAL
42.37151134,-71.04151457,VANDALISM
42.31959135,-71.06048456,VANDALISM
42.29527599,-71.06773809,RESIDENTIAL BURGLARY
42.29754136,-71.05973457,VAL
42.31167135,-71.05750956,VAL
42.32260659,-71.06980213,VANDALISM
42.3325566,-71.11109868,AUTO THEFT
42.33686635,-71.03746457,VAL
42.33694238,-71.14959835,RESIDENTIAL BURGLARY
42.35507135,-71.07388456,LARCENY FROM MOTOR VEHICLE
42.33551635,-71.07824956,VANDALISM
42.29539062,-71.06778894,RESIDENTIAL BURGLARY
42.34913135,-71.08769455,LARCENY FROM MOTOR VEHICLE
42.35402634,-71.07683455,LARCENY FROM MOTOR VEHICLE
42.35540135,-71.05803957,LARCENY FROM MOTOR VEHICLE
42.25964137,-71.12008955,VAL
42.37767134,-71.05458456,VANDALISM
42.34289281,-71.15810671,VAL
42.38310134,-71.02120958,VAL
42.37930134,-71.03533958,VAL
42.29840138,-71.06817959,VANDALISM
42.34885635,-71.08964455,LARCENY FROM MOTOR VEHICLE
42.28229136,-71.05777957,LARCENY FROM MOTOR VEHICLE
42.32849135,-71.08086956,ROBBERY
42.31629339,-71.06864178,VANDALISM
42.29936636,-71.06978457,VANDALISM
42.35513698,-71.12675071,LARCENY FROM MOTOR VEHICLE
42.2960216,-71.05299667,RESIDENTIAL BURGLARY
42.34885635,-71.08964455,LARCENY FROM MOTOR VEHICLE
42.34452135,-71.08122955,LARCENY FROM MOTOR VEHICLE
42.30449824,-71.07299484,VAL
42.34491393,-71.09641336,VAL
42.33325635,-71.10746955,AUTO THEFT
42.25313136,-71.13171954,VAL
42.37553634,-71.06269956,LARCENY FROM MOTOR VEHICLE
42.34620135,-71.08564955,LARCENY FROM MOTOR VEHICLE
42.38417634,-71.01603458,VANDALISM
42.34922135,-71.08948955,LARCENY FROM MOTOR VEHICLE
42.34671135,-71.08008456,LARCENY FROM MOTOR VEHICLE
42.31586601,-71.08511121,AUTO THEFT
42.29223136,-71.08946955,AUTO THEFT
42.36993634,-71.03908457,LARCENY FROM MOTOR VEHICLE
42.34197135,-71.09651955,ROBBERY
42.35100135,-71.04393957,VANDALISM
42.34990135,-71.08620956,LARCENY FROM MOTOR VEHICLE
42.28160779,-71.15793171,VAL
42.27936137,-71.07662457,VAL
42.27656151,-71.08227989,VANDALISM
42.34607829,-71.0693661,ROBBERY
42.32370135,-71.09568455,VANDALISM
42.31442086,-71.08992529,VAL
42.30737635,-71.11264955,VAL
42.37901634,-71.03921957,VAL
42.37940134,-71.03923957,ROBBERY
42.28596978,-71.12018315,VAL
42.37476134,-71.06602956,LARCENY FROM MOTOR VEHICLE
42.30625209,-71.07803327,COMMERCIAL BURGLARY
42.28675136,-71.04483457,VANDALISM
42.28721136,-71.07034957,VAL
42.34024135,-71.14796453,VANDALISM
42.30313229,-71.08581309,ARSON
42.30904635,-71.06509956,RESIDENTIAL BURGLARY
42.35110135,-71.07544956,VAL
42.35168135,-71.12518954,VAL
42.34643635,-71.10040954,LARCENY FROM MOTOR VEHICLE
42.30567636,-71.06012957,RESIDENTIAL BURGLARY
42.27650306,-71.1725115,LARCENY FROM MOTOR VEHICLE
42.32037135,-71.10010455,AUTO THEFT
42.34305953,-71.1417215,VAL
42.28525136,-71.06442956,VAL
42.29476483,-71.08204862,VANDALISM
42.36122634,-71.06573956,CRIMES AGAINST CHILDREN
42.35358635,-71.13767954,AUTO THEFT
42.32104128,-71.07209693,ROBBERY
42.31442086,-71.08992529,VAL
42.32434136,-71.11467955,LARCENY FROM MOTOR VEHICLE
42.29989136,-71.06425457,VAL
42.34091972,-71.0688622,VANDALISM
42.34593635,-71.07166956,LARCENY FROM MOTOR VEHICLE
42.34712894,-71.0852332,LARCENY FROM MOTOR VEHICLE
42.33040135,-71.03727457,VAL
42.35603404,-71.16392639,COMMERCIAL BURGLARY
42.29021136,-71.07160956,VAL
42.38094134,-71.04028457,VANDALISM
42.37866634,-71.02751959,VANDALISM
42.37866634,-71.02751959,VANDALISM
42.28516137,-71.12610955,VAL
42.30750136,-71.08904956,VAL
42.30671655,-71.07713751,VAL
42.29931136,-71.04596458,LARCENY FROM MOTOR VEHICLE
42.25591637,-71.12316455,VAL
42.31271135,-71.11231455,RESIDENTIAL BURGLARY
42.32973635,-71.08325955,VAL
42.33503135,-71.08240455,LARCENY FROM MOTOR VEHICLE
42.33747635,-71.06999455,LARCENY FROM MOTOR VEHICLE
42.33193579,-71.09381871,ROBBERY
42.33275135,-71.03327457,LARCENY FROM MOTOR VEHICLE
42.37522134,-71.06007956,LARCENY FROM MOTOR VEHICLE
42.34597135,-71.09567455,VANDALISM
42.29587136,-71.06852957,RESIDENTIAL BURGLARY
42.29092455,-71.11373026,LARCENY FROM MOTOR VEHICLE
42.30718597,-71.06247956,AUTO THEFT
42.30356135,-71.07866456,LARCENY FROM MOTOR VEHICLE
42.29329136,-71.05965457,AUTO THEFT
42.34395135,-71.06592957,LARCENY FROM MOTOR VEHICLE
42.33550972,-71.0428945,RESIDENTIAL BURGLARY
42.34258135,-71.07418456,LARCENY FROM MOTOR VEHICLE
42.36906865,-71.03840847,AUTO THEFT
42.28880888,-71.15093473,AUTO THEFT
42.31972341,-71.1084199,ROBBERY
42.35289135,-71.13667453,VANDALISM
