lat,long,type
42.31234806,-71.0708294,SIMPLE ASSAULT
42.29036427,-71.06843583,AGGRAVATED ASSAULT
42.36286134,-71.05541456,SIMPLE ASSAULT
42.35941634,-71.06319956,SIMPLE ASSAULT
42.31675135,-71.06101956,AGGRAVATED ASSAULT
42.26250375,-71.14667823,FIRE
42.26650247,-71.09853949,AGGRAVATED ASSAULT
42.32802135,-71.09236955,SIMPLE ASSAULT
42.34861135,-71.06545956,AGGRAVATED ASSAULT
42.34969134,-71.06520956,SIMPLE ASSAULT
42.35489112,-71.13869836,SIMPLE ASSAULT
42.30755328,-71.06027117,SIMPLE ASSAULT
42.36712634,-71.12486454,SIMPLE ASSAULT
42.35614135,-71.06941956,SIMPLE ASSAULT
42.32092135,-71.06132456,AGGRAVATED ASSAULT
42.26864136,-71.09566455,FIRE
42.31400135,-71.08633955,FIRE
42.31677696,-71.11354625,SIMPLE ASSAULT
42.35185599,-71.13305761,SIMPLE ASSAULT
42.34075719,-71.03555916,FIRE
42.28772096,-71.08591106,FIRE
42.35048135,-71.13105954,SIMPLE ASSAULT
42.33614135,-71.08162456,SIMPLE ASSAULT
42.28686661,-71.12833753,AGGRAVATED ASSAULT
42.31948771,-71.06627339,SIMPLE ASSAULT
42.29122352,-71.0791375,AGGRAVATED ASSAULT
42.36059634,-71.05673456,AGGRAVATED ASSAULT
42.34801135,-71.03687956,SIMPLE ASSAULT
42.35228134,-71.06330456,SIMPLE ASSAULT
42.37750634,-71.05581956,SIMPLE ASSAULT
42.36177634,-71.05705456,SIMPLE ASSAULT
42.36119134,-71.05702456,SIMPLE ASSAULT
